Month,Outlet_ID,Outlet_Type,Region,Product_ID,Brand,Manufacturer,Units,Sales_Value,Transaction_Type,Territory_ID
2025-05-01,OUT00034,Chain Pharmacy,Canal,P0008,Dermacare,Theta Pharma,714,57784.43,Sell-in,T020
2025-05-01,OUT00098,Chain Pharmacy,Upper Egypt,P0002,GlucoMax,Beta Pharma,898,132084.52,Sell-in,T012
2025-05-01,OUT00092,Independent Pharmacy,Giza,P0002,GlucoMax,Beta Pharma,424,23021.4,Sell-in,T013
2025-05-01,OUT00018,Hospital,Canal,P0009,LipiControl,Iota Pharma,858,111837.87,Sell-in,T007
2025-05-01,OUT00020,Clinic,Alexandria,P0007,ArthroRelief,Eta Pharma,647,99438.16,Sell-in,T004
2025-05-01,OUT00048,Independent Pharmacy,Alexandria,P0007,ArthroRelief,Eta Pharma,873,165828.15,Sell-in,T008
2025-05-01,OUT00102,Chain Pharmacy,Giza,P0003,Respira,Gamma Pharma,752,36179.98,Sell-in,T024
2025-05-01,OUT00086,Chain Pharmacy,Cairo,P0010,GastroEase,Kappa Pharma,370,12069.49,Sell-in,T016
2025-05-01,OUT00069,Hospital,Upper Egypt,P0004,PainFree,Delta Pharma,80,10780.79,Sell-in,T016
2025-05-01,OUT00006,Hospital,Upper Egypt,P0009,LipiControl,Iota Pharma,328,31440.47,Sell-in,T023
2025-05-01,OUT00042,Chain Pharmacy,Cairo,P0005,Infecto,Epsilon Pharma,828,141384.72,Sell-in,T003
2025-05-01,OUT00105,Clinic,Canal,P0005,Infecto,Epsilon Pharma,96,15555.84,Sell-in,T013
2025-05-01,OUT00099,Clinic,Upper Egypt,P0002,GlucoMax,Beta Pharma,54,8497.11,Sell-in,T011
2025-05-01,OUT00095,Chain Pharmacy,Cairo,P0004,PainFree,Delta Pharma,267,22320.29,Sell-in,T006
2025-05-01,OUT00091,Independent Pharmacy,Cairo,P0010,GastroEase,Kappa Pharma,386,57542.68,Sell-in,T017
2025-05-01,OUT00025,Clinic,Canal,P0010,GastroEase,Kappa Pharma,74,12618.2,Sell-in,T011
2025-05-01,OUT00012,Chain Pharmacy,Cairo,P0008,Dermacare,Theta Pharma,567,32983.69,Sell-in,T023
2025-05-01,OUT00115,Clinic,Delta,P0001,CardioSafe,Alpha Pharma,509,25631.4,Sell-in,T013
2025-05-01,OUT00057,Hospital,Alexandria,P0002,GlucoMax,Beta Pharma,704,44672.09,Sell-in,T027
2025-05-01,OUT00027,Clinic,Delta,P0006,NeuroCalm,Zeta Pharma,153,10366.25,Sell-in,T022
2025-05-01,OUT00087,Hospital,Alexandria,P0005,Infecto,Epsilon Pharma,696,91872.32,Sell-in,T021
2025-05-01,OUT00022,Chain Pharmacy,Giza,P0006,NeuroCalm,Zeta Pharma,175,9944.65,Sell-in,T027
2025-05-01,OUT00053,Hospital,Cairo,P0009,LipiControl,Iota Pharma,549,47315.04,Sell-in,T009
2025-05-01,OUT00039,Independent Pharmacy,Canal,P0010,GastroEase,Kappa Pharma,504,60333.09,Sell-in,T009
2025-05-01,OUT00096,Clinic,Giza,P0004,PainFree,Delta Pharma,725,45041.39,Sell-in,T001
2025-05-01,OUT00104,Chain Pharmacy,Canal,P0007,ArthroRelief,Eta Pharma,681,27561.27,Sell-in,T010
2025-05-01,OUT00019,Clinic,Cairo,P0010,GastroEase,Kappa Pharma,696,58091.4,Sell-in,T027
2025-05-01,OUT00002,Hospital,Alexandria,P0004,PainFree,Delta Pharma,486,75876.22,Sell-in,T004
2025-05-01,OUT00032,Chain Pharmacy,Canal,P0010,GastroEase,Kappa Pharma,639,40273.3,Sell-in,T009
2025-05-01,OUT00103,Clinic,Delta,P0007,ArthroRelief,Eta Pharma,77,9671.74,Sell-in,T007
2025-05-01,OUT00011,Chain Pharmacy,Cairo,P0001,CardioSafe,Alpha Pharma,142,13239.73,Sell-in,T003
2025-05-01,OUT00031,Hospital,Giza,P0001,CardioSafe,Alpha Pharma,786,133282.89,Sell-in,T024
2025-05-01,OUT00007,Independent Pharmacy,Cairo,P0005,Infecto,Epsilon Pharma,463,24147.5,Sell-in,T004
2025-05-01,OUT00084,Independent Pharmacy,Cairo,P0008,Dermacare,Theta Pharma,548,88975.4,Sell-in,T005
2025-05-01,OUT00035,Chain Pharmacy,Cairo,P0004,PainFree,Delta Pharma,420,32198.5,Sell-in,T009
2025-05-01,OUT00089,Independent Pharmacy,Delta,P0008,Dermacare,Theta Pharma,805,140581.6,Sell-in,T002
2025-05-01,OUT00008,Independent Pharmacy,Delta,P0009,LipiControl,Iota Pharma,765,22415.23,Sell-in,T009
2025-05-01,OUT00111,Chain Pharmacy,Upper Egypt,P0001,CardioSafe,Alpha Pharma,103,12012.56,Sell-in,T013
2025-05-01,OUT00055,Chain Pharmacy,Giza,P0010,GastroEase,Kappa Pharma,159,8697.81,Sell-in,T008
2025-05-01,OUT00040,Hospital,Alexandria,P0005,Infecto,Epsilon Pharma,885,94047.84,Sell-in,T006
2025-05-01,OUT00029,Independent Pharmacy,Giza,P0002,GlucoMax,Beta Pharma,249,32287.63,Sell-in,T025
2025-05-01,OUT00070,Chain Pharmacy,Upper Egypt,P0006,NeuroCalm,Zeta Pharma,162,28754.74,Sell-in,T008
2025-05-01,OUT00010,Independent Pharmacy,Cairo,P0005,Infecto,Epsilon Pharma,638,115055.53,Sell-in,T004
2025-05-01,OUT00030,Independent Pharmacy,Delta,P0005,Infecto,Epsilon Pharma,863,137851.83,Sell-in,T001
2025-05-01,OUT00033,Clinic,Cairo,P0002,GlucoMax,Beta Pharma,819,147929.14,Sell-in,T006
2025-05-01,OUT00097,Hospital,Alexandria,P0001,CardioSafe,Alpha Pharma,568,63603.53,Sell-in,T023
2025-05-01,OUT00060,Chain Pharmacy,Alexandria,P0005,Infecto,Epsilon Pharma,114,3422.51,Sell-in,T008
2025-05-01,OUT00116,Hospital,Upper Egypt,P0001,CardioSafe,Alpha Pharma,623,45476.39,Sell-in,T008
2025-05-01,OUT00065,Independent Pharmacy,Alexandria,P0004,PainFree,Delta Pharma,375,10379.35,Sell-in,T025
2025-05-01,OUT00043,Clinic,Canal,P0009,LipiControl,Iota Pharma,451,14575.81,Sell-in,T011
2025-05-01,OUT00045,Independent Pharmacy,Upper Egypt,P0010,GastroEase,Kappa Pharma,73,3477.01,Sell-in,T005
2025-05-01,OUT00037,Chain Pharmacy,Giza,P0010,GastroEase,Kappa Pharma,703,129467.91,Sell-in,T017
2025-05-01,OUT00083,Clinic,Alexandria,P0008,Dermacare,Theta Pharma,823,109660.03,Sell-in,T009
2025-05-01,OUT00094,Chain Pharmacy,Cairo,P0007,ArthroRelief,Eta Pharma,61,11058.82,Sell-in,T007
2025-05-01,OUT00079,Hospital,Giza,P0003,Respira,Gamma Pharma,356,50912.93,Sell-in,T011
2025-05-01,OUT00014,Independent Pharmacy,Delta,P0003,Respira,Gamma Pharma,149,21379.16,Sell-in,T020
2025-06-01,OUT00016,Independent Pharmacy,Delta,P0004,PainFree,Delta Pharma,825,115533.66,Sell-in,T017
2025-06-01,OUT00117,Independent Pharmacy,Canal,P0001,CardioSafe,Alpha Pharma,701,124814.63,Sell-in,T013
2025-06-01,OUT00055,Clinic,Cairo,P0004,PainFree,Delta Pharma,287,51728.97,Sell-in,T021
2025-06-01,OUT00036,Clinic,Delta,P0008,Dermacare,Theta Pharma,175,15976.69,Sell-in,T005
2025-06-01,OUT00072,Independent Pharmacy,Giza,P0006,NeuroCalm,Zeta Pharma,479,40102.52,Sell-in,T030
2025-06-01,OUT00048,Independent Pharmacy,Giza,P0002,GlucoMax,Beta Pharma,516,67073.98,Sell-in,T012
2025-06-01,OUT00038,Clinic,Giza,P0006,NeuroCalm,Zeta Pharma,221,26832.7,Sell-in,T024
2025-06-01,OUT00033,Hospital,Cairo,P0007,ArthroRelief,Eta Pharma,153,17243.28,Sell-in,T022
2025-06-01,OUT00007,Independent Pharmacy,Cairo,P0005,Infecto,Epsilon Pharma,546,94932.03,Sell-in,T029
2025-06-01,OUT00001,Chain Pharmacy,Alexandria,P0010,GastroEase,Kappa Pharma,373,27805.4,Sell-in,T013
2025-06-01,OUT00034,Independent Pharmacy,Upper Egypt,P0008,Dermacare,Theta Pharma,636,60360.18,Sell-in,T029
2025-06-01,OUT00100,Clinic,Delta,P0005,Infecto,Epsilon Pharma,423,39949.33,Sell-in,T014
2025-06-01,OUT00102,Clinic,Alexandria,P0004,PainFree,Delta Pharma,224,12563.05,Sell-in,T003
2025-06-01,OUT00041,Clinic,Alexandria,P0008,Dermacare,Theta Pharma,369,43860.21,Sell-in,T012
2025-06-01,OUT00069,Hospital,Upper Egypt,P0002,GlucoMax,Beta Pharma,443,56762.53,Sell-in,T013
2025-06-01,OUT00075,Chain Pharmacy,Alexandria,P0005,Infecto,Epsilon Pharma,665,73549.76,Sell-in,T019
2025-06-01,OUT00059,Hospital,Alexandria,P0007,ArthroRelief,Eta Pharma,548,23687.53,Sell-in,T003
2025-06-01,OUT00111,Independent Pharmacy,Cairo,P0004,PainFree,Delta Pharma,430,21508.93,Sell-in,T012
2025-06-01,OUT00043,Independent Pharmacy,Giza,P0001,CardioSafe,Alpha Pharma,331,57804.97,Sell-in,T004
2025-06-01,OUT00039,Independent Pharmacy,Delta,P0002,GlucoMax,Beta Pharma,658,76174.05,Sell-in,T009
2025-06-01,OUT00084,Hospital,Canal,P0006,NeuroCalm,Zeta Pharma,423,13205.59,Sell-in,T020
2025-06-01,OUT00114,Independent Pharmacy,Canal,P0003,Respira,Gamma Pharma,279,19731.78,Sell-in,T016
2025-06-01,OUT00077,Clinic,Alexandria,P0001,CardioSafe,Alpha Pharma,578,93555.73,Sell-in,T007
2025-06-01,OUT00118,Chain Pharmacy,Giza,P0002,GlucoMax,Beta Pharma,220,21552.87,Sell-in,T019
2025-06-01,OUT00101,Clinic,Upper Egypt,P0002,GlucoMax,Beta Pharma,72,5452.31,Sell-in,T007
2025-06-01,OUT00050,Independent Pharmacy,Canal,P0001,CardioSafe,Alpha Pharma,337,59584.37,Sell-in,T010
2025-06-01,OUT00116,Clinic,Upper Egypt,P0006,NeuroCalm,Zeta Pharma,367,31129.78,Sell-in,T020
2025-06-01,OUT00005,Clinic,Upper Egypt,P0008,Dermacare,Theta Pharma,476,85294.6,Sell-in,T015
2025-06-01,OUT00099,Clinic,Canal,P0005,Infecto,Epsilon Pharma,414,19642.52,Sell-in,T030
2025-06-01,OUT00024,Chain Pharmacy,Alexandria,P0002,GlucoMax,Beta Pharma,206,26418.3,Sell-in,T004
2025-06-01,OUT00027,Clinic,Giza,P0006,NeuroCalm,Zeta Pharma,804,65002.07,Sell-in,T021
2025-06-01,OUT00067,Independent Pharmacy,Cairo,P0007,ArthroRelief,Eta Pharma,497,26806.22,Sell-in,T004
2025-06-01,OUT00081,Chain Pharmacy,Giza,P0002,GlucoMax,Beta Pharma,73,12623.83,Sell-in,T024
2025-06-01,OUT00092,Clinic,Upper Egypt,P0001,CardioSafe,Alpha Pharma,144,17765.24,Sell-in,T008
2025-06-01,OUT00108,Hospital,Upper Egypt,P0006,NeuroCalm,Zeta Pharma,813,84136.58,Sell-in,T009
2025-06-01,OUT00035,Chain Pharmacy,Upper Egypt,P0009,LipiControl,Iota Pharma,164,18244.6,Sell-in,T028
2025-06-01,OUT00083,Hospital,Upper Egypt,P0010,GastroEase,Kappa Pharma,707,87931.24,Sell-in,T026
2025-06-01,OUT00106,Independent Pharmacy,Alexandria,P0005,Infecto,Epsilon Pharma,463,78795.62,Sell-in,T004
2025-06-01,OUT00074,Clinic,Cairo,P0004,PainFree,Delta Pharma,861,137011.97,Sell-in,T002
2025-06-01,OUT00070,Independent Pharmacy,Delta,P0006,NeuroCalm,Zeta Pharma,725,70886.16,Sell-in,T009
2025-06-01,OUT00078,Chain Pharmacy,Canal,P0005,Infecto,Epsilon Pharma,134,8822.21,Sell-in,T023
2025-06-01,OUT00090,Clinic,Giza,P0007,ArthroRelief,Eta Pharma,32,3214.93,Sell-in,T006
2025-06-01,OUT00006,Hospital,Giza,P0001,CardioSafe,Alpha Pharma,112,7999.84,Sell-in,T013
2025-06-01,OUT00031,Hospital,Delta,P0004,PainFree,Delta Pharma,164,5962.02,Sell-in,T027
2025-06-01,OUT00008,Clinic,Giza,P0004,PainFree,Delta Pharma,396,71698.88,Sell-in,T003
2025-06-01,OUT00037,Clinic,Cairo,P0005,Infecto,Epsilon Pharma,745,57857.07,Sell-in,T022
2025-06-01,OUT00058,Clinic,Canal,P0005,Infecto,Epsilon Pharma,551,54625.74,Sell-in,T019
2025-06-01,OUT00062,Hospital,Upper Egypt,P0003,Respira,Gamma Pharma,728,28141.42,Sell-in,T001
2025-06-01,OUT00003,Independent Pharmacy,Delta,P0003,Respira,Gamma Pharma,71,5545.2,Sell-in,T022
2025-06-01,OUT00112,Clinic,Upper Egypt,P0010,GastroEase,Kappa Pharma,526,69410.01,Sell-in,T021
2025-06-01,OUT00017,Chain Pharmacy,Alexandria,P0003,Respira,Gamma Pharma,813,61809.47,Sell-in,T007
2025-06-01,OUT00066,Hospital,Giza,P0003,Respira,Gamma Pharma,451,41496.33,Sell-in,T015
2025-06-01,OUT00068,Chain Pharmacy,Giza,P0007,ArthroRelief,Eta Pharma,723,105860.36,Sell-in,T011
2025-06-01,OUT00023,Chain Pharmacy,Cairo,P0003,Respira,Gamma Pharma,694,25662.77,Sell-in,T001
2025-06-01,OUT00060,Clinic,Delta,P0005,Infecto,Epsilon Pharma,300,54348.87,Sell-in,T025
2025-06-01,OUT00056,Hospital,Alexandria,P0004,PainFree,Delta Pharma,764,118221.3,Sell-in,T022
2025-06-01,OUT00040,Independent Pharmacy,Canal,P0008,Dermacare,Theta Pharma,680,27953.17,Sell-in,T018
2025-06-01,OUT00013,Hospital,Canal,P0007,ArthroRelief,Eta Pharma,824,120988.24,Sell-in,T010
2025-06-01,OUT00042,Independent Pharmacy,Delta,P0010,GastroEase,Kappa Pharma,817,113914.12,Sell-in,T024
2025-06-01,OUT00105,Chain Pharmacy,Giza,P0009,LipiControl,Iota Pharma,772,142640.34,Sell-in,T023
2025-06-01,OUT00044,Hospital,Delta,P0001,CardioSafe,Alpha Pharma,201,14835.73,Sell-in,T023
2025-06-01,OUT00015,Clinic,Delta,P0002,GlucoMax,Beta Pharma,160,9870.53,Sell-in,T002
2025-06-01,OUT00071,Chain Pharmacy,Delta,P0006,NeuroCalm,Zeta Pharma,347,44350.95,Sell-in,T009
2025-06-01,OUT00115,Independent Pharmacy,Upper Egypt,P0010,GastroEase,Kappa Pharma,152,11202.43,Sell-in,T027
2025-06-01,OUT00010,Clinic,Alexandria,P0006,NeuroCalm,Zeta Pharma,820,71368.58,Sell-in,T028
2025-06-01,OUT00096,Clinic,Delta,P0009,LipiControl,Iota Pharma,423,74692.62,Sell-in,T010
2025-06-01,OUT00028,Chain Pharmacy,Upper Egypt,P0004,PainFree,Delta Pharma,648,96394.17,Sell-in,T025
2025-06-01,OUT00053,Clinic,Giza,P0010,GastroEase,Kappa Pharma,847,111679.5,Sell-in,T025
2025-06-01,OUT00032,Independent Pharmacy,Giza,P0009,LipiControl,Iota Pharma,671,26253.06,Sell-in,T005
2025-06-01,OUT00057,Hospital,Alexandria,P0005,Infecto,Epsilon Pharma,24,2041.18,Sell-in,T010
2025-06-01,OUT00063,Clinic,Delta,P0009,LipiControl,Iota Pharma,795,28968.14,Sell-in,T012
2025-06-01,OUT00073,Hospital,Alexandria,P0008,Dermacare,Theta Pharma,573,29907.91,Sell-in,T008
2025-06-01,OUT00091,Independent Pharmacy,Delta,P0008,Dermacare,Theta Pharma,41,2893.18,Sell-in,T018
2025-06-01,OUT00110,Hospital,Alexandria,P0008,Dermacare,Theta Pharma,184,29252.39,Sell-in,T018
2025-06-01,OUT00051,Independent Pharmacy,Delta,P0006,NeuroCalm,Zeta Pharma,571,95214.95,Sell-in,T024
2025-06-01,OUT00103,Independent Pharmacy,Cairo,P0001,CardioSafe,Alpha Pharma,892,25179.15,Sell-in,T012
2025-06-01,OUT00029,Hospital,Cairo,P0009,LipiControl,Iota Pharma,447,70098.65,Sell-in,T022
2025-06-01,OUT00021,Clinic,Alexandria,P0009,LipiControl,Iota Pharma,219,9570.47,Sell-in,T003
2025-06-01,OUT00119,Chain Pharmacy,Upper Egypt,P0008,Dermacare,Theta Pharma,185,29480.13,Sell-in,T016
2025-06-01,OUT00065,Chain Pharmacy,Delta,P0003,Respira,Gamma Pharma,770,47787.68,Sell-in,T009
2025-07-01,OUT00095,Chain Pharmacy,Upper Egypt,P0010,GastroEase,Kappa Pharma,418,23289.69,Sell-in,T021
2025-07-01,OUT00081,Independent Pharmacy,Giza,P0003,Respira,Gamma Pharma,406,19675.09,Sell-in,T012
2025-07-01,OUT00016,Hospital,Canal,P0010,GastroEase,Kappa Pharma,580,74325.27,Sell-in,T008
2025-07-01,OUT00003,Independent Pharmacy,Giza,P0003,Respira,Gamma Pharma,792,44473.27,Sell-in,T006
2025-07-01,OUT00112,Independent Pharmacy,Alexandria,P0008,Dermacare,Theta Pharma,759,124581.6,Sell-in,T024
2025-07-01,OUT00097,Independent Pharmacy,Upper Egypt,P0004,PainFree,Delta Pharma,152,16180.46,Sell-in,T024
2025-07-01,OUT00027,Independent Pharmacy,Canal,P0010,GastroEase,Kappa Pharma,861,27734.39,Sell-in,T030
2025-07-01,OUT00031,Hospital,Upper Egypt,P0003,Respira,Gamma Pharma,322,43437.84,Sell-in,T019
2025-07-01,OUT00015,Hospital,Delta,P0002,GlucoMax,Beta Pharma,300,42162.63,Sell-in,T020
2025-07-01,OUT00046,Chain Pharmacy,Cairo,P0006,NeuroCalm,Zeta Pharma,187,32697.75,Sell-in,T010
2025-07-01,OUT00087,Chain Pharmacy,Canal,P0002,GlucoMax,Beta Pharma,466,24092.08,Sell-in,T020
2025-07-01,OUT00017,Hospital,Cairo,P0008,Dermacare,Theta Pharma,96,10057.0,Sell-in,T019
2025-07-01,OUT00068,Chain Pharmacy,Giza,P0002,GlucoMax,Beta Pharma,195,5546.49,Sell-in,T009
2025-07-01,OUT00062,Independent Pharmacy,Alexandria,P0002,GlucoMax,Beta Pharma,831,135380.94,Sell-in,T003
2025-07-01,OUT00056,Independent Pharmacy,Delta,P0004,PainFree,Delta Pharma,751,34986.38,Sell-in,T006
2025-07-01,OUT00071,Clinic,Canal,P0007,ArthroRelief,Eta Pharma,749,66188.05,Sell-in,T003
2025-07-01,OUT00092,Hospital,Cairo,P0001,CardioSafe,Alpha Pharma,224,18542.87,Sell-in,T001
2025-07-01,OUT00008,Independent Pharmacy,Cairo,P0002,GlucoMax,Beta Pharma,485,37700.96,Sell-in,T030
2025-07-01,OUT00069,Hospital,Alexandria,P0009,LipiControl,Iota Pharma,382,57409.31,Sell-in,T005
2025-07-01,OUT00089,Independent Pharmacy,Upper Egypt,P0005,Infecto,Epsilon Pharma,83,11528.44,Sell-in,T019
2025-07-01,OUT00099,Clinic,Upper Egypt,P0003,Respira,Gamma Pharma,692,68156.44,Sell-in,T019
2025-07-01,OUT00109,Clinic,Delta,P0010,GastroEase,Kappa Pharma,376,53455.5,Sell-in,T009
2025-07-01,OUT00055,Chain Pharmacy,Canal,P0003,Respira,Gamma Pharma,678,100555.84,Sell-in,T024
2025-07-01,OUT00073,Hospital,Canal,P0006,NeuroCalm,Zeta Pharma,663,73887.18,Sell-in,T029
2025-07-01,OUT00098,Clinic,Cairo,P0008,Dermacare,Theta Pharma,169,20382.66,Sell-in,T004
2025-07-01,OUT00088,Chain Pharmacy,Cairo,P0003,Respira,Gamma Pharma,412,53615.02,Sell-in,T013
2025-07-01,OUT00022,Hospital,Delta,P0009,LipiControl,Iota Pharma,880,23418.17,Sell-in,T025
2025-07-01,OUT00037,Independent Pharmacy,Canal,P0010,GastroEase,Kappa Pharma,321,35764.69,Sell-in,T029
2025-07-01,OUT00118,Chain Pharmacy,Upper Egypt,P0007,ArthroRelief,Eta Pharma,497,23260.11,Sell-in,T007
2025-07-01,OUT00059,Hospital,Giza,P0009,LipiControl,Iota Pharma,313,27512.42,Sell-in,T023
2025-07-01,OUT00103,Hospital,Alexandria,P0006,NeuroCalm,Zeta Pharma,724,61076.32,Sell-in,T001
2025-07-01,OUT00012,Independent Pharmacy,Delta,P0009,LipiControl,Iota Pharma,383,49401.22,Sell-in,T011
2025-07-01,OUT00053,Independent Pharmacy,Alexandria,P0006,NeuroCalm,Zeta Pharma,315,28551.0,Sell-in,T004
2025-07-01,OUT00029,Hospital,Giza,P0007,ArthroRelief,Eta Pharma,494,86434.52,Sell-in,T026
2025-07-01,OUT00030,Independent Pharmacy,Giza,P0003,Respira,Gamma Pharma,549,72330.31,Sell-in,T015
2025-07-01,OUT00002,Independent Pharmacy,Delta,P0002,GlucoMax,Beta Pharma,633,26626.71,Sell-in,T017
2025-07-01,OUT00119,Independent Pharmacy,Delta,P0009,LipiControl,Iota Pharma,496,86262.91,Sell-in,T013
2025-07-01,OUT00102,Hospital,Delta,P0001,CardioSafe,Alpha Pharma,770,91872.4,Sell-in,T017
2025-07-01,OUT00052,Chain Pharmacy,Upper Egypt,P0008,Dermacare,Theta Pharma,20,3411.99,Sell-in,T006
2025-07-01,OUT00014,Clinic,Cairo,P0001,CardioSafe,Alpha Pharma,494,27591.23,Sell-in,T027
2025-07-01,OUT00067,Clinic,Canal,P0006,NeuroCalm,Zeta Pharma,128,12493.13,Sell-in,T025
2025-07-01,OUT00077,Clinic,Delta,P0009,LipiControl,Iota Pharma,531,30640.68,Sell-in,T027
2025-07-01,OUT00096,Chain Pharmacy,Giza,P0003,Respira,Gamma Pharma,143,8666.14,Sell-in,T012
2025-07-01,OUT00041,Clinic,Upper Egypt,P0010,GastroEase,Kappa Pharma,704,69507.64,Sell-in,T022
2025-07-01,OUT00101,Clinic,Alexandria,P0010,GastroEase,Kappa Pharma,282,36040.69,Sell-in,T006
2025-07-01,OUT00040,Chain Pharmacy,Canal,P0002,GlucoMax,Beta Pharma,653,48972.84,Sell-in,T015
2025-07-01,OUT00038,Hospital,Canal,P0010,GastroEase,Kappa Pharma,191,31913.5,Sell-in,T027
2025-07-01,OUT00009,Independent Pharmacy,Upper Egypt,P0002,GlucoMax,Beta Pharma,794,44424.08,Sell-in,T005
2025-07-01,OUT00105,Hospital,Giza,P0008,Dermacare,Theta Pharma,864,131477.99,Sell-in,T026
2025-07-01,OUT00033,Independent Pharmacy,Delta,P0010,GastroEase,Kappa Pharma,827,152077.06,Sell-in,T023
2025-07-01,OUT00065,Independent Pharmacy,Alexandria,P0002,GlucoMax,Beta Pharma,720,41179.04,Sell-in,T006
2025-07-01,OUT00116,Clinic,Delta,P0008,Dermacare,Theta Pharma,339,34474.64,Sell-in,T019
2025-07-01,OUT00034,Chain Pharmacy,Upper Egypt,P0009,LipiControl,Iota Pharma,529,44344.49,Sell-in,T005
2025-07-01,OUT00005,Hospital,Canal,P0003,Respira,Gamma Pharma,253,10180.7,Sell-in,T006
2025-07-01,OUT00107,Chain Pharmacy,Cairo,P0004,PainFree,Delta Pharma,760,128564.53,Sell-in,T007
2025-07-01,OUT00060,Independent Pharmacy,Delta,P0004,PainFree,Delta Pharma,233,33932.56,Sell-in,T013
2025-07-01,OUT00050,Independent Pharmacy,Cairo,P0003,Respira,Gamma Pharma,444,12184.78,Sell-in,T007
2025-07-01,OUT00114,Chain Pharmacy,Upper Egypt,P0005,Infecto,Epsilon Pharma,511,16155.44,Sell-in,T016
2025-07-01,OUT00013,Independent Pharmacy,Giza,P0003,Respira,Gamma Pharma,95,15491.05,Sell-in,T012
2025-07-01,OUT00051,Chain Pharmacy,Delta,P0004,PainFree,Delta Pharma,119,9018.28,Sell-in,T023
2025-07-01,OUT00058,Clinic,Delta,P0001,CardioSafe,Alpha Pharma,285,32665.27,Sell-in,T011
2025-07-01,OUT00043,Hospital,Giza,P0009,LipiControl,Iota Pharma,531,93074.62,Sell-in,T024
2025-07-01,OUT00025,Clinic,Upper Egypt,P0010,GastroEase,Kappa Pharma,336,12173.89,Sell-in,T030
2025-07-01,OUT00115,Independent Pharmacy,Upper Egypt,P0008,Dermacare,Theta Pharma,74,7888.07,Sell-in,T004
2025-07-01,OUT00074,Hospital,Giza,P0001,CardioSafe,Alpha Pharma,814,76321.42,Sell-in,T013
2025-07-01,OUT00108,Chain Pharmacy,Canal,P0003,Respira,Gamma Pharma,374,25398.25,Sell-in,T014
2025-07-01,OUT00047,Independent Pharmacy,Alexandria,P0001,CardioSafe,Alpha Pharma,174,19024.32,Sell-in,T024
2025-07-01,OUT00080,Clinic,Alexandria,P0006,NeuroCalm,Zeta Pharma,889,144706.08,Sell-in,T005
2025-07-01,OUT00120,Hospital,Delta,P0001,CardioSafe,Alpha Pharma,679,107534.65,Sell-in,T023
2025-07-01,OUT00028,Hospital,Alexandria,P0002,GlucoMax,Beta Pharma,89,15598.03,Sell-in,T004
2025-07-01,OUT00063,Clinic,Alexandria,P0005,Infecto,Epsilon Pharma,632,111467.31,Sell-in,T021
2025-07-01,OUT00018,Clinic,Cairo,P0010,GastroEase,Kappa Pharma,158,28763.77,Sell-in,T020
2025-07-01,OUT00006,Clinic,Delta,P0006,NeuroCalm,Zeta Pharma,573,84901.54,Sell-in,T023
2025-07-01,OUT00023,Chain Pharmacy,Canal,P0001,CardioSafe,Alpha Pharma,585,33326.31,Sell-in,T009
2025-07-01,OUT00032,Hospital,Delta,P0006,NeuroCalm,Zeta Pharma,105,7352.93,Sell-in,T026
2025-07-01,OUT00021,Independent Pharmacy,Cairo,P0010,GastroEase,Kappa Pharma,808,123595.87,Sell-in,T001
2025-07-01,OUT00110,Hospital,Upper Egypt,P0008,Dermacare,Theta Pharma,96,16765.74,Sell-in,T001
2025-07-01,OUT00054,Clinic,Alexandria,P0010,GastroEase,Kappa Pharma,656,40190.91,Sell-in,T023
2025-07-01,OUT00106,Clinic,Giza,P0010,GastroEase,Kappa Pharma,168,22814.51,Sell-in,T029
2025-07-01,OUT00075,Independent Pharmacy,Canal,P0007,ArthroRelief,Eta Pharma,738,100183.45,Sell-in,T013
2025-08-01,OUT00038,Hospital,Upper Egypt,P0003,Respira,Gamma Pharma,744,80124.94,Sell-in,T022
2025-08-01,OUT00010,Independent Pharmacy,Upper Egypt,P0006,NeuroCalm,Zeta Pharma,28,2025.21,Sell-in,T025
2025-08-01,OUT00044,Independent Pharmacy,Giza,P0004,PainFree,Delta Pharma,304,46245.79,Sell-in,T019
2025-08-01,OUT00061,Independent Pharmacy,Delta,P0007,ArthroRelief,Eta Pharma,631,97654.9,Sell-in,T026
2025-08-01,OUT00039,Hospital,Cairo,P0001,CardioSafe,Alpha Pharma,693,80740.94,Sell-in,T015
2025-08-01,OUT00049,Hospital,Canal,P0003,Respira,Gamma Pharma,837,62589.81,Sell-in,T003
2025-08-01,OUT00027,Clinic,Upper Egypt,P0007,ArthroRelief,Eta Pharma,63,6583.44,Sell-in,T021
2025-08-01,OUT00077,Clinic,Cairo,P0008,Dermacare,Theta Pharma,396,74040.33,Sell-in,T010
2025-08-01,OUT00046,Clinic,Giza,P0007,ArthroRelief,Eta Pharma,184,20364.61,Sell-in,T021
2025-08-01,OUT00106,Chain Pharmacy,Giza,P0010,GastroEase,Kappa Pharma,217,10402.68,Sell-in,T020
2025-08-01,OUT00093,Clinic,Delta,P0004,PainFree,Delta Pharma,449,14495.95,Sell-in,T015
2025-08-01,OUT00048,Independent Pharmacy,Delta,P0010,GastroEase,Kappa Pharma,116,12020.79,Sell-in,T011
2025-08-01,OUT00099,Chain Pharmacy,Delta,P0005,Infecto,Epsilon Pharma,117,16882.61,Sell-in,T004
2025-08-01,OUT00073,Hospital,Alexandria,P0002,GlucoMax,Beta Pharma,114,17749.16,Sell-in,T029
