Month,HCP_ID,Product_ID,Brand,Specialty,Territory,Channel,Touches,Promotional_Spend,Engagement_Rate
2025-11-01,HCP0003,P0005,Infecto,Endocrinology,Giza,Field Call,2,87.09,0.249
2025-11-01,HCP0005,P0003,Respira,Pulmonology,Delta,Digital,13,3987.43,0.309
2025-11-01,HCP0009,P0004,PainFree,Cardiology,Alexandria,Event,5,1348.75,0.392
2025-11-01,HCP0006,P0001,CardioSafe,Neurology,Upper Egypt,Field Call,9,2998.23,0.095
2025-11-01,HCP0010,P0004,PainFree,Orthopedics,Cairo West,Event,3,844.67,0.397
2025-11-01,HCP0009,P0009,LipiControl,Cardiology,Alexandria,Sample,10,2112.09,0.37
2025-11-01,HCP0003,P0007,ArthroRelief,Endocrinology,Giza,Event,5,545.59,0.346
2025-11-01,HCP0009,P0009,LipiControl,Cardiology,Alexandria,Sample,1,143.95,0.372
2025-11-01,HCP0010,P0005,Infecto,Orthopedics,Cairo West,Field Call,12,739.76,0.323
2025-11-01,HCP0002,P0006,NeuroCalm,Internal Medicine,Cairo West,Sample,2,371.31,0.059
2025-11-01,HCP0002,P0005,Infecto,Internal Medicine,Cairo West,Field Call,1,214.55,0.111
2025-11-01,HCP0004,P0009,LipiControl,Pediatrics,Alexandria,Sample,11,3674.88,0.255
2025-11-01,HCP0009,P0007,ArthroRelief,Cardiology,Alexandria,Event,5,121.33,0.201
2025-11-01,HCP0010,P0001,CardioSafe,Orthopedics,Cairo West,Event,14,3346.11,0.173
2025-11-01,HCP0009,P0005,Infecto,Cardiology,Alexandria,Digital,8,1373.85,0.065
2025-11-01,HCP0010,P0005,Infecto,Orthopedics,Cairo West,Email,1,298.08,0.402
2025-11-01,HCP0008,P0007,ArthroRelief,GP,Giza,Email,4,1237.28,0.289
2025-11-01,HCP0008,P0008,Dermacare,GP,Giza,Field Call,11,487.64,0.08
2025-11-01,HCP0009,P0002,GlucoMax,Cardiology,Alexandria,Email,2,198.77,0.403
2025-11-01,HCP0002,P0003,Respira,Internal Medicine,Cairo West,Email,4,1125.16,0.339
2025-11-01,HCP0001,P0009,LipiControl,Cardiology,Cairo East,Email,4,736.96,0.104
2025-11-01,HCP0006,P0005,Infecto,Neurology,Upper Egypt,Email,11,1883.38,0.275
2025-11-01,HCP0004,P0008,Dermacare,Pediatrics,Alexandria,Digital,5,144.74,0.445
2025-11-01,HCP0009,P0003,Respira,Cardiology,Alexandria,Event,6,1754.99,0.312
2025-11-01,HCP0009,P0007,ArthroRelief,Cardiology,Alexandria,Field Call,6,1985.66,0.289
2025-11-01,HCP0001,P0006,NeuroCalm,Cardiology,Cairo East,Event,9,1491.83,0.269
2025-11-01,HCP0007,P0008,Dermacare,Dermatology,Cairo East,Email,1,110.01,0.297
2025-11-01,HCP0008,P0001,CardioSafe,GP,Giza,Event,1,56.68,0.087
2025-11-01,HCP0005,P0003,Respira,Pulmonology,Delta,Email,4,555.1,0.206
2025-11-01,HCP0007,P0003,Respira,Dermatology,Cairo East,Sample,13,2472.64,0.137
2025-11-01,HCP0004,P0005,Infecto,Pediatrics,Alexandria,Field Call,11,3588.34,0.244
2025-11-01,HCP0003,P0010,GastroEase,Endocrinology,Giza,Email,7,2237.48,0.074
2025-11-01,HCP0010,P0001,CardioSafe,Orthopedics,Cairo West,Field Call,1,301.98,0.335
2025-11-01,HCP0007,P0007,ArthroRelief,Dermatology,Cairo East,Email,14,4552.04,0.108
2025-11-01,HCP0001,P0007,ArthroRelief,Cardiology,Cairo East,Email,6,1025.34,0.067
2025-11-01,HCP0010,P0005,Infecto,Orthopedics,Cairo West,Field Call,7,614.44,0.219
2025-11-01,HCP0002,P0001,CardioSafe,Internal Medicine,Cairo West,Digital,2,150.81,0.295
2025-11-01,HCP0009,P0003,Respira,Cardiology,Alexandria,Sample,11,263.9,0.216
2025-11-01,HCP0003,P0004,PainFree,Endocrinology,Giza,Event,5,375.74,0.147
2025-11-01,HCP0006,P0007,ArthroRelief,Neurology,Upper Egypt,Email,8,2781.98,0.226
2025-11-01,HCP0010,P0006,NeuroCalm,Orthopedics,Cairo West,Sample,5,1522.93,0.395
2025-11-01,HCP0007,P0001,CardioSafe,Dermatology,Cairo East,Event,6,2074.11,0.137
2025-11-01,HCP0005,P0001,CardioSafe,Pulmonology,Delta,Sample,11,2613.8,0.13
2025-11-01,HCP0010,P0002,GlucoMax,Orthopedics,Cairo West,Event,2,680.07,0.172
2025-11-01,HCP0003,P0007,ArthroRelief,Endocrinology,Giza,Digital,11,3250.74,0.411
2025-11-01,HCP0006,P0002,GlucoMax,Neurology,Upper Egypt,Event,6,1626.98,0.116
2025-11-01,HCP0005,P0007,ArthroRelief,Pulmonology,Delta,Sample,2,510.33,0.352
2025-11-01,HCP0010,P0008,Dermacare,Orthopedics,Cairo West,Email,1,152.45,0.24
2025-11-01,HCP0002,P0009,LipiControl,Internal Medicine,Cairo West,Email,7,1581.8,0.272
2025-11-01,HCP0009,P0007,ArthroRelief,Cardiology,Alexandria,Email,3,405.9,0.45
2025-11-01,HCP0007,P0003,Respira,Dermatology,Cairo East,Event,14,3199.96,0.224
2025-11-01,HCP0005,P0010,GastroEase,Pulmonology,Delta,Email,0,0.0,0.407
2025-11-01,HCP0004,P0008,Dermacare,Pediatrics,Alexandria,Event,8,2241.48,0.055
2025-11-01,HCP0005,P0006,NeuroCalm,Pulmonology,Delta,Email,0,0.0,0.109
2025-11-01,HCP0007,P0010,GastroEase,Dermatology,Cairo East,Digital,2,321.49,0.077
2025-11-01,HCP0005,P0002,GlucoMax,Pulmonology,Delta,Field Call,10,2583.47,0.177
2025-11-01,HCP0004,P0008,Dermacare,Pediatrics,Alexandria,Email,3,620.04,0.229
2025-11-01,HCP0007,P0006,NeuroCalm,Dermatology,Cairo East,Email,9,2627.31,0.443
2025-11-01,HCP0002,P0009,LipiControl,Internal Medicine,Cairo West,Field Call,5,967.42,0.338
2025-11-01,HCP0010,P0005,Infecto,Orthopedics,Cairo West,Event,3,895.67,0.388
2025-11-01,HCP0001,P0009,LipiControl,Cardiology,Cairo East,Field Call,3,357.19,0.08
2025-11-01,HCP0004,P0001,CardioSafe,Pediatrics,Alexandria,Sample,11,1117.97,0.361
2025-11-01,HCP0002,P0003,Respira,Internal Medicine,Cairo West,Sample,0,0.0,0.341
2025-11-01,HCP0006,P0009,LipiControl,Neurology,Upper Egypt,Event,4,437.02,0.378
2025-11-01,HCP0006,P0010,GastroEase,Neurology,Upper Egypt,Sample,6,1570.4,0.208
2025-11-01,HCP0009,P0005,Infecto,Cardiology,Alexandria,Digital,5,1031.07,0.408
2025-11-01,HCP0005,P0001,CardioSafe,Pulmonology,Delta,Digital,5,138.13,0.109
2025-11-01,HCP0003,P0001,CardioSafe,Endocrinology,Giza,Digital,10,816.22,0.417
2025-11-01,HCP0003,P0003,Respira,Endocrinology,Giza,Digital,5,146.61,0.153
2025-11-01,HCP0005,P0008,Dermacare,Pulmonology,Delta,Field Call,2,640.33,0.27
2025-11-01,HCP0003,P0008,Dermacare,Endocrinology,Giza,Email,8,455.61,0.139
2025-11-01,HCP0005,P0010,GastroEase,Pulmonology,Delta,Digital,9,1940.45,0.42
2025-11-01,HCP0006,P0005,Infecto,Neurology,Upper Egypt,Event,12,2923.29,0.41
2025-11-01,HCP0004,P0007,ArthroRelief,Pediatrics,Alexandria,Field Call,0,0.0,0.142
2025-11-01,HCP0005,P0008,Dermacare,Pulmonology,Delta,Digital,6,430.8,0.09
2025-11-01,HCP0002,P0008,Dermacare,Internal Medicine,Cairo West,Email,10,344.31,0.159
2025-11-01,HCP0009,P0005,Infecto,Cardiology,Alexandria,Email,2,391.28,0.218
2025-11-01,HCP0010,P0010,GastroEase,Orthopedics,Cairo West,Digital,1,311.58,0.274
2025-11-01,HCP0006,P0001,CardioSafe,Neurology,Upper Egypt,Field Call,3,793.76,0.057
2025-11-01,HCP0009,P0009,LipiControl,Cardiology,Alexandria,Field Call,12,1877.95,0.07
2025-11-01,HCP0003,P0005,Infecto,Endocrinology,Giza,Digital,13,3805.58,0.128
2025-11-01,HCP0001,P0009,LipiControl,Cardiology,Cairo East,Sample,9,468.65,0.202
2025-11-01,HCP0010,P0008,Dermacare,Orthopedics,Cairo West,Email,13,3662.1,0.167
2025-11-01,HCP0005,P0006,NeuroCalm,Pulmonology,Delta,Email,9,1432.37,0.348
2025-11-01,HCP0005,P0008,Dermacare,Pulmonology,Delta,Field Call,9,2932.82,0.135
2025-11-01,HCP0006,P0007,ArthroRelief,Neurology,Upper Egypt,Event,3,149.57,0.376
2025-11-01,HCP0010,P0002,GlucoMax,Orthopedics,Cairo West,Email,2,579.98,0.215
2025-11-01,HCP0002,P0006,NeuroCalm,Internal Medicine,Cairo West,Email,14,690.06,0.089
2025-11-01,HCP0001,P0001,CardioSafe,Cardiology,Cairo East,Sample,10,2949.76,0.229
2025-11-01,HCP0006,P0002,GlucoMax,Neurology,Upper Egypt,Field Call,5,577.64,0.087
2025-11-01,HCP0001,P0007,ArthroRelief,Cardiology,Cairo East,Sample,5,1133.44,0.251
2025-11-01,HCP0004,P0008,Dermacare,Pediatrics,Alexandria,Digital,13,346.33,0.285
2025-11-01,HCP0003,P0006,NeuroCalm,Endocrinology,Giza,Field Call,4,607.82,0.408
2025-11-01,HCP0010,P0003,Respira,Orthopedics,Cairo West,Sample,13,3496.53,0.166
2025-11-01,HCP0006,P0001,CardioSafe,Neurology,Upper Egypt,Field Call,13,3424.83,0.103
2025-11-01,HCP0001,P0002,GlucoMax,Cardiology,Cairo East,Event,2,102.75,0.299
2025-11-01,HCP0004,P0005,Infecto,Pediatrics,Alexandria,Event,14,931.88,0.179
2025-11-01,HCP0002,P0004,PainFree,Internal Medicine,Cairo West,Sample,6,679.35,0.11
2025-11-01,HCP0004,P0002,GlucoMax,Pediatrics,Alexandria,Sample,13,3112.69,0.37
2025-11-01,HCP0009,P0001,CardioSafe,Cardiology,Alexandria,Digital,6,236.31,0.411
2025-11-01,HCP0001,P0008,Dermacare,Cardiology,Cairo East,Digital,14,4547.15,0.438
2025-11-01,HCP0009,P0002,GlucoMax,Cardiology,Alexandria,Field Call,8,1143.81,0.329
2025-11-01,HCP0010,P0002,GlucoMax,Orthopedics,Cairo West,Event,10,806.32,0.127
2025-11-01,HCP0004,P0006,NeuroCalm,Pediatrics,Alexandria,Digital,3,567.99,0.195
2025-11-01,HCP0009,P0004,PainFree,Cardiology,Alexandria,Field Call,3,397.26,0.128
2025-11-01,HCP0007,P0005,Infecto,Dermatology,Cairo East,Event,7,749.56,0.08
2025-11-01,HCP0006,P0004,PainFree,Neurology,Upper Egypt,Sample,11,1505.65,0.409
2025-11-01,HCP0007,P0002,GlucoMax,Dermatology,Cairo East,Event,0,0.0,0.072
2025-11-01,HCP0001,P0001,CardioSafe,Cardiology,Cairo East,Event,1,155.25,0.332
2025-11-01,HCP0008,P0006,NeuroCalm,GP,Giza,Event,5,1339.15,0.4
2025-11-01,HCP0005,P0007,ArthroRelief,Pulmonology,Delta,Email,9,2398.79,0.216
2025-11-01,HCP0006,P0007,ArthroRelief,Neurology,Upper Egypt,Digital,0,0.0,0.174
2025-11-01,HCP0006,P0004,PainFree,Neurology,Upper Egypt,Sample,9,1037.07,0.439
2025-11-01,HCP0008,P0008,Dermacare,GP,Giza,Digital,3,253.73,0.081
2025-11-01,HCP0009,P0009,LipiControl,Cardiology,Alexandria,Field Call,9,2131.54,0.156
2025-11-01,HCP0009,P0004,PainFree,Cardiology,Alexandria,Digital,7,1204.1,0.247
2025-11-01,HCP0001,P0002,GlucoMax,Cardiology,Cairo East,Event,0,0.0,0.17
2025-11-01,HCP0008,P0010,GastroEase,GP,Giza,Event,2,417.32,0.382
2025-11-01,HCP0002,P0006,NeuroCalm,Internal Medicine,Cairo West,Digital,12,3722.54,0.389
2025-11-01,HCP0004,P0007,ArthroRelief,Pediatrics,Alexandria,Sample,4,863.42,0.379
2025-11-01,HCP0006,P0006,NeuroCalm,Neurology,Upper Egypt,Event,9,1366.59,0.168
2025-11-01,HCP0001,P0008,Dermacare,Cardiology,Cairo East,Sample,13,964.17,0.299
2025-11-01,HCP0006,P0002,GlucoMax,Neurology,Upper Egypt,Event,4,483.69,0.137
2025-11-01,HCP0005,P0008,Dermacare,Pulmonology,Delta,Sample,8,398.82,0.432
2025-11-01,HCP0006,P0010,GastroEase,Neurology,Upper Egypt,Field Call,7,1810.66,0.24
2025-11-01,HCP0002,P0010,GastroEase,Internal Medicine,Cairo West,Sample,11,2330.37,0.11
2025-11-01,HCP0009,P0003,Respira,Cardiology,Alexandria,Digital,13,318.66,0.433
2025-11-01,HCP0002,P0005,Infecto,Internal Medicine,Cairo West,Field Call,7,511.9,0.342
2025-11-01,HCP0003,P0007,ArthroRelief,Endocrinology,Giza,Email,0,0.0,0.333
2025-11-01,HCP0010,P0005,Infecto,Orthopedics,Cairo West,Email,6,1981.25,0.26
2025-11-01,HCP0007,P0007,ArthroRelief,Dermatology,Cairo East,Email,10,204.51,0.194
2025-11-01,HCP0008,P0001,CardioSafe,GP,Giza,Sample,7,660.48,0.225
2025-11-01,HCP0008,P0009,LipiControl,GP,Giza,Email,6,1297.3,0.132
2025-11-01,HCP0006,P0005,Infecto,Neurology,Upper Egypt,Digital,3,443.79,0.241
2025-11-01,HCP0007,P0004,PainFree,Dermatology,Cairo East,Event,8,1303.48,0.353
2025-11-01,HCP0009,P0006,NeuroCalm,Cardiology,Alexandria,Event,7,1310.52,0.433
2025-11-01,HCP0008,P0001,CardioSafe,GP,Giza,Sample,7,191.43,0.413
2025-11-01,HCP0003,P0010,GastroEase,Endocrinology,Giza,Event,6,1806.81,0.063
2025-11-01,HCP0002,P0002,GlucoMax,Internal Medicine,Cairo West,Email,10,727.01,0.071
2025-11-01,HCP0005,P0002,GlucoMax,Pulmonology,Delta,Event,1,163.65,0.298
2025-11-01,HCP0010,P0010,GastroEase,Orthopedics,Cairo West,Field Call,9,2199.79,0.237
2025-11-01,HCP0004,P0003,Respira,Pediatrics,Alexandria,Event,5,652.87,0.384
2025-11-01,HCP0008,P0002,GlucoMax,GP,Giza,Event,6,501.75,0.333
2025-11-01,HCP0001,P0001,CardioSafe,Cardiology,Cairo East,Event,5,1533.08,0.335
2025-11-01,HCP0004,P0003,Respira,Pediatrics,Alexandria,Email,7,793.93,0.293
2025-11-01,HCP0003,P0008,Dermacare,Endocrinology,Giza,Sample,1,344.69,0.189
2025-11-01,HCP0003,P0008,Dermacare,Endocrinology,Giza,Event,14,543.87,0.379
2025-11-01,HCP0003,P0003,Respira,Endocrinology,Giza,Digital,9,2970.88,0.415
2025-11-01,HCP0010,P0008,Dermacare,Orthopedics,Cairo West,Sample,7,424.78,0.399
2025-11-01,HCP0010,P0002,GlucoMax,Orthopedics,Cairo West,Digital,14,419.18,0.154
2025-11-01,HCP0004,P0004,PainFree,Pediatrics,Alexandria,Event,10,1550.13,0.298
2025-11-01,HCP0001,P0001,CardioSafe,Cardiology,Cairo East,Sample,0,0.0,0.28
2025-11-01,HCP0009,P0010,GastroEase,Cardiology,Alexandria,Email,9,2671.06,0.309
2025-11-01,HCP0007,P0009,LipiControl,Dermatology,Cairo East,Sample,1,142.44,0.257
2025-11-01,HCP0005,P0007,ArthroRelief,Pulmonology,Delta,Sample,8,1252.28,0.447
2025-11-01,HCP0001,P0001,CardioSafe,Cardiology,Cairo East,Email,2,170.42,0.373
2025-11-01,HCP0004,P0003,Respira,Pediatrics,Alexandria,Email,3,699.62,0.124
2025-11-01,HCP0003,P0003,Respira,Endocrinology,Giza,Email,13,1262.08,0.267
2025-11-01,HCP0007,P0004,PainFree,Dermatology,Cairo East,Digital,11,3382.62,0.188
2025-11-01,HCP0010,P0001,CardioSafe,Orthopedics,Cairo West,Event,7,1589.48,0.157
2025-11-01,HCP0010,P0007,ArthroRelief,Orthopedics,Cairo West,Email,1,266.64,0.298
2025-11-01,HCP0009,P0001,CardioSafe,Cardiology,Alexandria,Email,10,565.56,0.373
2025-11-01,HCP0005,P0001,CardioSafe,Pulmonology,Delta,Event,9,1054.73,0.274
2025-11-01,HCP0001,P0009,LipiControl,Cardiology,Cairo East,Event,5,1434.39,0.288
2025-11-01,HCP0004,P0003,Respira,Pediatrics,Alexandria,Field Call,6,1013.6,0.372
2025-11-01,HCP0007,P0002,GlucoMax,Dermatology,Cairo East,Sample,2,402.1,0.418
2025-11-01,HCP0009,P0002,GlucoMax,Cardiology,Alexandria,Sample,11,2820.79,0.219
2025-11-01,HCP0004,P0003,Respira,Pediatrics,Alexandria,Field Call,5,772.73,0.399
2025-11-01,HCP0002,P0010,GastroEase,Internal Medicine,Cairo West,Event,10,1787.4,0.449
2025-11-01,HCP0010,P0006,NeuroCalm,Orthopedics,Cairo West,Field Call,11,1874.21,0.138
2025-11-01,HCP0003,P0002,GlucoMax,Endocrinology,Giza,Event,10,1793.04,0.135
2025-11-01,HCP0002,P0010,GastroEase,Internal Medicine,Cairo West,Email,13,819.74,0.118
2025-11-01,HCP0005,P0008,Dermacare,Pulmonology,Delta,Field Call,2,597.87,0.445
2025-11-01,HCP0006,P0001,CardioSafe,Neurology,Upper Egypt,Digital,8,1538.96,0.42
2025-11-01,HCP0009,P0002,GlucoMax,Cardiology,Alexandria,Email,12,1162.25,0.058
2025-11-01,HCP0009,P0009,LipiControl,Cardiology,Alexandria,Digital,14,4559.33,0.086
2025-11-01,HCP0008,P0010,GastroEase,GP,Giza,Email,0,0.0,0.18
2025-11-01,HCP0001,P0009,LipiControl,Cardiology,Cairo East,Email,3,563.45,0.351
2025-11-01,HCP0003,P0007,ArthroRelief,Endocrinology,Giza,Sample,13,3838.85,0.39
2025-11-01,HCP0003,P0008,Dermacare,Endocrinology,Giza,Field Call,14,4623.74,0.408
2025-11-01,HCP0004,P0009,LipiControl,Pediatrics,Alexandria,Field Call,0,0.0,0.311
2025-11-01,HCP0003,P0007,ArthroRelief,Endocrinology,Giza,Sample,11,645.03,0.31
2025-11-01,HCP0003,P0007,ArthroRelief,Endocrinology,Giza,Sample,13,637.9,0.128
2025-11-01,HCP0003,P0008,Dermacare,Endocrinology,Giza,Sample,8,2791.75,0.234
2025-11-01,HCP0009,P0005,Infecto,Cardiology,Alexandria,Email,14,4169.68,0.443
2025-11-01,HCP0008,P0004,PainFree,GP,Giza,Digital,5,847.38,0.339
2025-11-01,HCP0007,P0002,GlucoMax,Dermatology,Cairo East,Email,11,3647.37,0.397
2025-11-01,HCP0001,P0006,NeuroCalm,Cardiology,Cairo East,Sample,2,463.0,0.059
2025-11-01,HCP0001,P0003,Respira,Cardiology,Cairo East,Digital,13,1838.28,0.434
2025-11-01,HCP0010,P0009,LipiControl,Orthopedics,Cairo West,Field Call,5,1290.73,0.314
2025-11-01,HCP0001,P0005,Infecto,Cardiology,Cairo East,Sample,13,2731.37,0.187
2025-11-01,HCP0008,P0008,Dermacare,GP,Giza,Digital,14,319.73,0.1
2025-11-01,HCP0008,P0007,ArthroRelief,GP,Giza,Sample,13,925.88,0.359
2025-11-01,HCP0001,P0002,GlucoMax,Cardiology,Cairo East,Sample,8,2569.18,0.065
2025-11-01,HCP0004,P0001,CardioSafe,Pediatrics,Alexandria,Field Call,9,941.46,0.242
2025-11-01,HCP0002,P0005,Infecto,Internal Medicine,Cairo West,Event,0,0.0,0.295
2025-11-01,HCP0002,P0008,Dermacare,Internal Medicine,Cairo West,Email,2,183.49,0.225
2025-11-01,HCP0007,P0007,ArthroRelief,Dermatology,Cairo East,Email,8,1429.51,0.425
2025-11-01,HCP0010,P0002,GlucoMax,Orthopedics,Cairo West,Sample,2,545.84,0.351
2025-11-01,HCP0007,P0007,ArthroRelief,Dermatology,Cairo East,Event,10,1551.63,0.062
2025-11-01,HCP0001,P0001,CardioSafe,Cardiology,Cairo East,Event,6,1353.81,0.384
2025-11-01,HCP0004,P0006,NeuroCalm,Pediatrics,Alexandria,Digital,9,453.8,0.176
2025-11-01,HCP0010,P0006,NeuroCalm,Orthopedics,Cairo West,Field Call,12,729.98,0.432
2025-11-01,HCP0009,P0003,Respira,Cardiology,Alexandria,Event,6,1088.05,0.357
2025-11-01,HCP0007,P0008,Dermacare,Dermatology,Cairo East,Field Call,12,3480.35,0.215
2025-11-01,HCP0003,P0005,Infecto,Endocrinology,Giza,Field Call,13,3950.42,0.177
2025-11-01,HCP0002,P0005,Infecto,Internal Medicine,Cairo West,Field Call,12,311.94,0.183
2025-11-01,HCP0005,P0001,CardioSafe,Pulmonology,Delta,Event,13,3113.83,0.055
2025-11-01,HCP0003,P0010,GastroEase,Endocrinology,Giza,Field Call,0,0.0,0.431
2025-11-01,HCP0003,P0007,ArthroRelief,Endocrinology,Giza,Email,5,620.07,0.141
2025-11-01,HCP0009,P0003,Respira,Cardiology,Alexandria,Sample,2,609.1,0.282
2025-11-01,HCP0001,P0009,LipiControl,Cardiology,Cairo East,Email,4,280.46,0.311
2025-11-01,HCP0005,P0002,GlucoMax,Pulmonology,Delta,Email,4,413.34,0.404
2025-11-01,HCP0010,P0009,LipiControl,Orthopedics,Cairo West,Event,10,510.11,0.112
2025-11-01,HCP0003,P0002,GlucoMax,Endocrinology,Giza,Sample,2,237.38,0.181
2025-11-01,HCP0004,P0010,GastroEase,Pediatrics,Alexandria,Email,8,1672.87,0.355
2025-11-01,HCP0007,P0005,Infecto,Dermatology,Cairo East,Sample,4,1039.91,0.369
2025-11-01,HCP0008,P0006,NeuroCalm,GP,Giza,Digital,3,481.34,0.109
2025-11-01,HCP0009,P0001,CardioSafe,Cardiology,Alexandria,Digital,10,2205.8,0.233
2025-11-01,HCP0003,P0010,GastroEase,Endocrinology,Giza,Event,10,347.27,0.115
2025-11-01,HCP0009,P0007,ArthroRelief,Cardiology,Alexandria,Email,12,1673.88,0.211
2025-11-01,HCP0007,P0005,Infecto,Dermatology,Cairo East,Digital,1,91.86,0.38
2025-11-01,HCP0003,P0003,Respira,Endocrinology,Giza,Email,11,3261.23,0.442
2025-11-01,HCP0005,P0006,NeuroCalm,Pulmonology,Delta,Field Call,7,1811.24,0.222
2025-11-01,HCP0005,P0010,GastroEase,Pulmonology,Delta,Sample,2,99.94,0.336
2025-11-01,HCP0008,P0004,PainFree,GP,Giza,Email,10,2651.0,0.344
2025-11-01,HCP0010,P0007,ArthroRelief,Orthopedics,Cairo West,Digital,1,53.19,0.138
2025-11-01,HCP0006,P0002,GlucoMax,Neurology,Upper Egypt,Sample,13,3764.91,0.291
2025-11-01,HCP0008,P0007,ArthroRelief,GP,Giza,Email,10,1126.33,0.157
2025-11-01,HCP0006,P0007,ArthroRelief,Neurology,Upper Egypt,Email,14,1036.15,0.126
2025-11-01,HCP0008,P0009,LipiControl,GP,Giza,Field Call,11,1263.29,0.05
2025-11-01,HCP0004,P0009,LipiControl,Pediatrics,Alexandria,Email,0,0.0,0.386
2025-11-01,HCP0007,P0004,PainFree,Dermatology,Cairo East,Field Call,7,1489.44,0.087
2025-11-01,HCP0007,P0006,NeuroCalm,Dermatology,Cairo East,Email,3,646.26,0.177
2025-11-01,HCP0008,P0001,CardioSafe,GP,Giza,Field Call,5,595.14,0.12
2025-11-01,HCP0001,P0008,Dermacare,Cardiology,Cairo East,Email,0,0.0,0.413
2025-11-01,HCP0005,P0010,GastroEase,Pulmonology,Delta,Event,4,1240.17,0.213
2025-11-01,HCP0009,P0003,Respira,Cardiology,Alexandria,Email,9,2859.49,0.227
2025-11-01,HCP0007,P0010,GastroEase,Dermatology,Cairo East,Email,0,0.0,0.123
2025-11-01,HCP0009,P0006,NeuroCalm,Cardiology,Alexandria,Sample,11,1233.68,0.44
2025-11-01,HCP0008,P0009,LipiControl,GP,Giza,Email,14,1605.12,0.326
2025-11-01,HCP0005,P0008,Dermacare,Pulmonology,Delta,Email,14,1241.53,0.422
2025-11-01,HCP0005,P0010,GastroEase,Pulmonology,Delta,Digital,14,1861.99,0.205
2025-11-01,HCP0006,P0004,PainFree,Neurology,Upper Egypt,Sample,12,3693.0,0.141
2025-11-01,HCP0009,P0004,PainFree,Cardiology,Alexandria,Field Call,11,2906.12,0.069
2025-11-01,HCP0010,P0006,NeuroCalm,Orthopedics,Cairo West,Event,14,1232.39,0.164
2025-11-01,HCP0001,P0004,PainFree,Cardiology,Cairo East,Sample,3,316.04,0.37
2025-11-01,HCP0005,P0005,Infecto,Pulmonology,Delta,Field Call,9,2555.13,0.157
2025-11-01,HCP0007,P0009,LipiControl,Dermatology,Cairo East,Event,10,1917.03,0.343
2025-11-01,HCP0007,P0010,GastroEase,Dermatology,Cairo East,Sample,5,326.57,0.4
2025-11-01,HCP0003,P0003,Respira,Endocrinology,Giza,Digital,6,192.7,0.077
2025-11-01,HCP0006,P0003,Respira,Neurology,Upper Egypt,Sample,7,2379.55,0.366
2025-11-01,HCP0005,P0007,ArthroRelief,Pulmonology,Delta,Digital,1,285.79,0.411
2025-11-01,HCP0007,P0005,Infecto,Dermatology,Cairo East,Sample,7,1954.06,0.221
2025-11-01,HCP0006,P0010,GastroEase,Neurology,Upper Egypt,Digital,9,1409.32,0.293
2025-11-01,HCP0003,P0007,ArthroRelief,Endocrinology,Giza,Digital,8,2544.28,0.232
2025-11-01,HCP0005,P0003,Respira,Pulmonology,Delta,Sample,7,2219.04,0.097
2025-11-01,HCP0007,P0007,ArthroRelief,Dermatology,Cairo East,Event,13,2066.86,0.4
2025-11-01,HCP0006,P0008,Dermacare,Neurology,Upper Egypt,Digital,0,0.0,0.27
2025-11-01,HCP0001,P0003,Respira,Cardiology,Cairo East,Event,4,102.33,0.324
2025-11-01,HCP0007,P0008,Dermacare,Dermatology,Cairo East,Email,7,1658.09,0.074
2025-11-01,HCP0009,P0006,NeuroCalm,Cardiology,Alexandria,Email,10,1784.09,0.061
2025-11-01,HCP0009,P0004,PainFree,Cardiology,Alexandria,Field Call,14,4205.39,0.324
2025-11-01,HCP0010,P0005,Infecto,Orthopedics,Cairo West,Event,11,2428.45,0.073
2025-11-01,HCP0009,P0003,Respira,Cardiology,Alexandria,Digital,1,111.71,0.318
2025-11-01,HCP0010,P0006,NeuroCalm,Orthopedics,Cairo West,Email,5,567.6,0.163
2025-11-01,HCP0008,P0008,Dermacare,GP,Giza,Field Call,10,647.53,0.264
2025-11-01,HCP0009,P0001,CardioSafe,Cardiology,Alexandria,Field Call,0,0.0,0.113
2025-11-01,HCP0005,P0004,PainFree,Pulmonology,Delta,Event,1,243.61,0.256
2025-11-01,HCP0010,P0009,LipiControl,Orthopedics,Cairo West,Email,12,3712.63,0.059
2025-11-01,HCP0005,P0007,ArthroRelief,Pulmonology,Delta,Sample,13,1019.1,0.311
2025-11-01,HCP0010,P0009,LipiControl,Orthopedics,Cairo West,Field Call,8,1353.57,0.148
2025-11-01,HCP0003,P0001,CardioSafe,Endocrinology,Giza,Sample,0,0.0,0.436
2025-11-01,HCP0008,P0002,GlucoMax,GP,Giza,Sample,2,494.93,0.363
2025-11-01,HCP0004,P0005,Infecto,Pediatrics,Alexandria,Email,10,1018.08,0.278
2025-11-01,HCP0010,P0002,GlucoMax,Orthopedics,Cairo West,Field Call,8,1378.88,0.181
2025-11-01,HCP0004,P0005,Infecto,Pediatrics,Alexandria,Digital,8,1046.3,0.403
2025-11-01,HCP0003,P0001,CardioSafe,Endocrinology,Giza,Digital,4,533.77,0.125
2025-11-01,HCP0009,P0005,Infecto,Cardiology,Alexandria,Sample,4,180.76,0.386
2025-11-01,HCP0001,P0006,NeuroCalm,Cardiology,Cairo East,Sample,3,710.49,0.117
2025-11-01,HCP0009,P0002,GlucoMax,Cardiology,Alexandria,Email,13,2631.17,0.306
2025-11-01,HCP0007,P0001,CardioSafe,Dermatology,Cairo East,Event,9,1475.64,0.131
